,danceability,duration,end_of_fade_in,energy,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_familiarity,artist_hotttnesss,artist_latitude,artist_location,artist_longitude,artist_name,release,song_hotttnesss,title,year
41955,0.0,75.10159,0.304,0.0,2,-23.004,0,71.303,83.9,5,0.70747876636,0.770653273667,,,,Adam Sandler,Stan And Judy's Kid,0.215080318509,Cool Guy 4 (Album Version),1999
42099,0.0,274.1024,2.566,0.0,9,-8.936,1,269.677,104.535,4,0.814829656133,0.776037656053,51.50632,"London, England",-0.12714,The Rolling Stones,Exile On Main St,,Stop Breaking Down,1972
42191,0.0,467.98322,5.869,0.0,6,-7.91,0,443.565,121.93,4,0.902840573925,1.02125558749,,"Paris, France",,Daft Punk,Daft Club,0.653135827945,Aerodynamite,2001
42239,0.0,257.67138,0.406,0.0,1,-19.477,1,243.49,83.912,1,0.644733015933,0.714941299957,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Day Parts-Romance II,,Jude's Theme,0
42399,0.0,232.09751,2.798,0.0,7,-3.584,1,218.86,162.003,4,0.86652031981,0.766545450757,,,,Michael Jackson,One More Chance,,One More Chance,2003
43042,0.0,262.05995,0.134,0.0,8,-8.719,1,249.876,114.018,4,0.86652031981,0.899991594263,,,,Michael Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,,Money,1995
43091,0.0,180.87138,0.329,0.0,7,-14.97,1,174.858,106.894,4,0.817256939293,0.746403980181,,"Kingsland, AR",,Johnny Cash,The Greatest Hits of Johnny Cash,,It Aint Me Babe,0
43106,0.0,160.23465,0.0,0.0,7,-4.116,0,160.235,162.988,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,,Favorite Son [feat. Green Day & The Cast Of American Idiot] (Album Version),0
43131,0.0,261.642,0.0,0.0,0,-5.302,1,251.548,117.082,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Glitter,0.574693297085,Never Too Far,2001
43236,0.0,200.30649,0.427,0.0,5,-12.705,1,197.01,121.093,4,0.871010613879,0.804830427831,,"St. Joseph, MO",,Eminem,Just Lose It,,Just Lose It,2004
43406,0.0,294.16444,0.0,0.0,7,-7.729,1,294.164,96.956,5,0.826163133508,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,The Great James Brown - Live At The Apollo 1995,,Cold Sweat (Part 1),0
43541,0.0,230.73914,0.232,0.0,4,-6.644,0,215.15,116.931,4,0.866519754051,0.766545450757,,,,Michael Jackson,"REMEMBER THE TIME (Silky Soul 7"")",,Black Or White,1991
43608,0.0,359.96689,0.2,0.0,3,-13.779,0,352.845,192.598,4,0.654215192837,0.460616293162,,"Lyallpur, Pakistan",,Ustad Nusrat Fateh Ali Khan,Akhian Udeek Diyan Vol. 31,,Akhian Udeek Diyan (Part 2),0
43619,0.0,175.35955,0.0,0.0,7,-9.835,1,175.36,154.225,4,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,Riding South,,Thats Right (feat.Big Kuntri),0
44036,0.0,436.47955,0.299,0.0,6,-7.588,0,429.18,135.462,7,0.8650215115,0.916053228284,,,,Coldplay,Parachutes,0.675304838143,Everything's Not Lost (Includes Hidden Track 'Life Is For Living'),2000
44444,0.0,238.75873,0.084,0.0,7,-8.966,1,233.041,104.517,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Time Well Wasted,0.56250652097,Love Is Never-Ending,2005
44664,0.0,381.64853,0.0,0.0,7,-4.397,0,381.649,174.355,4,0.84297210826,0.770116638628,,,,Jason Mraz,Jason Mraz's Beautiful Mess: Live On Earth,0.532369846209,The Remedy (Live On Earth Version),0
44792,0.0,174.41914,0.0,0.0,6,-3.605,0,162.058,181.918,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,21st Century Breakdown,,Murder City (Album Version),2009
44899,0.0,290.61179,3.558,0.0,6,-8.062,0,286.209,130.837,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Greatest Hits,0.624180158811,I Don't Wanna Cry,1990
45676,0.0,238.94159,2.363,0.0,7,-9.768,0,232.438,125.007,4,0.75990792427,0.673207274956,,"Albany, GA",,Ray Charles,Ray Charles - Genius Remixed,,You're My Baby (Lover's Rock Mix),0
45964,0.0,153.46893,0.0,0.0,7,-8.502,1,147.708,189.214,7,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,International Superhits!,,Good Riddance [Time Of Your Life] (Album Version),2001
46001,0.0,265.19465,0.512,0.0,5,-8.49,1,256.61,141.991,1,0.814829656133,0.741242272469,51.50632,"London, England",-0.12714,The Rolling Stones,Goats Head Soup,0.629426814342,Star Star (1994 Digital Remaster),1973
46339,0.0,237.45261,0.0,0.0,5,-6.718,0,223.527,140.796,4,0.8650215115,0.872685963521,,,,Coldplay,Viva La Vida Or Death And All His Friends,0.852135577363,42,2008
46621,0.0,454.05995,0.0,0.0,2,-13.363,0,441.046,74.29,4,0.84297210826,0.793412622763,,,,Jason Mraz,Selections For Friends,,10_000 Motherf***ers (Explicit) [Live from Montalvo],2007
47014,0.0,427.88526,0.079,0.0,8,-5.671,1,422.696,140.395,4,0.852136186667,0.780334119573,,"Los Angeles, CA",,Metallica,St. Anger,0.753971932738,The Unnamed Feeling (Explicit Version),2003
47249,0.0,263.70567,0.119,0.0,0,-13.779,1,249.893,83.071,3,0.737437395434,0.663686475969,,"Charlemagne, Quebec, Canada",,Céline Dion,The French Album,0.660357138208,J'Attendais,1995
47359,0.0,266.762,2.659,0.0,9,-9.453,1,258.485,109.631,4,0.8650215115,0.916053228284,,,,Coldplay,The Scientist,0.76971652784,I Ran Away,2002
47754,0.0,154.27873,0.135,0.0,1,-16.832,0,139.958,176.595,1,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,Greatest Hits,0.966735227042,I'm On Fire,1984
47975,0.0,473.23383,0.0,0.0,8,-6.163,1,473.234,119.702,3,0.865136020736,0.687590402495,,"London, England",,Queen,Queen On Fire - Live At The Bowl,,Somebody To Love,1976
48193,0.0,237.34812,3.048,0.0,0,-5.596,1,216.776,119.806,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Never Too Far / Don't Stop (Funkin 4 Jamaica),,Never Too Far (Edit),0
49124,0.0,126.24934,0.155,0.0,3,-14.381,1,119.56,181.302,4,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,The Complete Sun Masters Part 3,,It's Just About Time - Alternate,0
49298,0.0,253.07383,0.131,0.0,11,-15.962,1,243.85,90.971,4,0.887566847197,0.761375888915,,"Dublin, Ireland",,U2,No Line On The Horizon,,Cedars Of Lebanon,2009
49508,0.0,155.58485,2.456,0.0,10,-8.574,0,151.609,107.763,4,0.826163133508,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,The Singles Vol. 7: 1970-1972,,Get Up I Feel Like Being A Sex Machine (Part 2),0
49538,0.0,96.44363,2.908,0.0,8,-20.758,1,86.703,72.512,5,0.70747876636,0.699277460562,,,,Adam Sandler,Stan And Judy's Kid,0.304169503435,Cool Guy 2 (Album Version),1999
49651,0.0,277.96853,0.073,0.0,6,-6.24,1,266.077,103.171,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Reanimation,,P5hng Me A*wy (Album Version),2002
49812,0.0,83.87873,0.0,0.0,7,-6.376,1,83.879,141.076,1,0.865136020736,0.687590402495,,"London, England",,Queen,Queen On Fire - Live At The Bowl,,God Save The Queen,1975
49923,0.0,240.69179,0.154,0.0,11,-4.717,1,229.262,193.88,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,Curb,0.249065794854,Pusher (Album Version),1996
50008,0.0,214.15138,0.0,0.0,8,-3.417,1,194.467,117.734,4,0.830884642148,0.776167742324,,,,Weezer,Make Believe,0.783291635187,We Are All On Drugs,2005
51005,0.0,295.83628,0.067,0.0,1,-5.493,1,292.229,166.234,4,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,Urban Legend,0.572108790172,Countdown (Explicit Album Version),2004
51399,0.0,160.15628,2.879,0.0,3,-12.496,1,150.477,128.223,4,0.826163133508,0.542922559397,33.24397,"Barnwell, SC",-81.36573,James Brown,Funky President...The Very Best Of James Brown Volume 2,0.484562529968,I Got The Feelin',0
51461,0.0,325.01506,0.0,0.0,5,-8.292,1,322.421,107.026,4,0.737437395434,0.674344138853,,"Charlemagne, Quebec, Canada",,Céline Dion,A L'Olympia,,Love Can Move Mountains,1992
51547,0.0,264.09751,0.21,0.0,4,-13.56,0,256.633,130.117,4,0.826918904058,0.664676434343,,"London, England",,Queen,A Kind Of Magic,,A Kind Of Magic,1986
51568,0.0,289.67138,0.16,0.0,7,-6.134,0,284.7,122.583,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Play,0.494303691398,Playing With Fire,2008
51698,0.0,290.0371,2.514,0.0,9,-11.34,0,268.748,96.004,4,0.705261489927,0.640380685889,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Mannheim Steamroller Christmas 25th Anniversary Collection,,Pat A Pan,1995
51841,0.0,355.02975,0.114,0.0,10,-14.333,1,334.681,72.11,4,0.826918904058,0.664676434343,,"London, England",,Queen,A Night At The Opera,,Bohemian Rhapsody (1993 Digital Remaster),1975
51982,0.0,372.63628,0.0,0.0,4,-11.973,0,366.179,93.627,5,0.759912526334,0.673207274956,,Washington,,Ray Charles,Live At The Olympia,,Georgia On My Mind,0
52142,0.0,105.56036,0.0,0.0,9,-20.387,0,105.56,70.32,1,0.759909540126,0.673207274956,,"Albany, GA",,Ray Charles,Pure Genius: The Complete Atlantic Recordings 1952-1960,,My Buddy & Dialog (Ray's Arrangement Suggestions),0
52997,0.0,239.12444,0.139,0.0,9,-6.734,0,223.811,78.497,3,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Attack & Release,0.805933403194,I Got Mine,2008
53020,0.0,182.38649,0.084,0.0,7,-13.825,1,176.263,106.287,4,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,Woodstock Generation,,It Ain't Me Babe,1965
53028,0.0,167.78404,0.0,0.0,3,-2.572,1,162.29,133.109,1,0.831197177107,0.776167742324,,,,Weezer,Make Believe,0.802812997496,My Best Friend,2005
53705,0.0,358.94812,0.0,0.0,4,-5.566,0,351.898,115.89,1,0.826918904058,0.760220861641,,"London, England",,Queen,Live At Wembley '86,0.605819607475,Another One Bites The Dust (Live),0
53840,0.0,147.98322,0.0,0.0,5,-12.255,1,140.823,185.278,4,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,The Legendary Performance,,Give my Love to Rose,1960
54135,0.0,325.77261,0.0,0.0,4,-6.897,1,325.773,226.446,4,0.8650215115,0.916053228284,,,,Coldplay,Live 2003,,Shiver (Live In Sydney),2003
54317,0.0,223.84281,0.316,0.0,0,-8.553,1,219.725,140.064,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Magic Potion,0.73925741496,Elevator,2006
54697,0.0,190.53669,0.194,0.0,9,-4.249,0,184.227,126.014,4,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Spider-Man Theme/Sway Remixes,0.513189736126,Sway [Ralphi's Salsation Edit],0
54821,0.0,258.48118,3.454,0.0,6,-11.259,1,253.643,120.836,3,0.737437395434,0.674344138853,,"Charlemagne, Quebec, Canada",,Céline Dion,A New Day Has Come,0.742875411099,A New Day Has Come,2002
54886,0.0,138.70975,0.124,0.0,1,-8.156,1,136.429,191.445,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,Kerplunk,0.679287102744,One Of My Lies (Album version),0
55173,0.0,165.25016,0.447,0.0,7,-13.375,1,153.542,106.092,4,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,American VI:  Ain't No Grave,0.641130452491,I Don't Hurt Anymore,2010
55764,0.0,335.77751,8.417,0.0,0,-9.632,1,325.521,110.236,4,0.865136020736,0.687590402495,,"London, England",,Queen,Made In Heaven,0.818878403121,Heaven For Everyone (Album Version),1995
56066,0.0,208.79628,0.403,0.0,9,-5.983,1,203.111,202.087,4,0.84297210826,0.793412622763,,,,Jason Mraz,Waiting For My Rocket To Come,,On Love_ In Sadness (LP Version),2002
56138,0.0,320.07791,0.171,0.0,5,-6.976,1,312.03,157.86,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,Silver Side Up,0.745783811253,Good Times Gone (Album Version),2001
56486,0.0,248.00608,0.299,0.0,7,-4.726,1,237.401,103.076,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,The State,0.249065794854,Hold Out Your Hand (Album Version),1999
57213,0.0,235.04934,0.0,0.0,9,-9.232,1,222.192,131.421,4,0.70747876636,0.699277460562,,,,Adam Sandler,What The Hell Happened To Me?,0.513517028537,Ode To My Car (Album Version),1996
57251,0.0,204.82567,0.293,0.0,0,-20.208,0,194.978,72.756,3,0.432839367307,0.366905852789,,,,John Frizzell,The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture,0.197852968301,Forgive Him,0
57370,0.0,189.90975,2.328,0.0,9,-9.658,1,178.329,121.567,3,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Daydream,0.582344286104,I Am Free,1995
58164,0.0,211.04281,0.508,0.0,9,-13.074,1,197.671,74.352,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Part II,0.483161533317,Too Country,2001
58755,0.0,243.30404,3.082,0.0,1,-3.827,0,238.649,121.589,4,0.929030287441,0.750426551019,54.31407,UK,-2.23001,Muse,Starlight,0.951318904405,Starlight,0
60490,0.0,176.77016,0.0,0.0,8,-13.587,1,176.77,120.841,4,0.842332789509,0.747251065679,,"Kingsland, AR",,Johnny Cash,At Folsom Prison (Legacy Edition),,25 Minutes To Go,1965
61105,0.0,327.8624,0.235,0.0,11,-6.096,1,305.482,132.73,4,0.8650215115,0.916053228284,,,,Coldplay,A Rush Of Blood To The Head,0.744470536542,Daylight,2002
61307,0.0,213.57669,2.322,0.0,0,-9.672,1,206.478,136.387,1,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,The River,0.617693581682,The Ties That Bind,1980
62012,0.0,206.47138,2.676,0.0,11,-6.287,0,195.767,100.548,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,E=MC²,0.60219431078,O.O.C.,2008
62772,0.0,279.40526,0.0,0.0,0,-6.261,1,266.019,125.486,1,0.70747876636,0.699277460562,,,,Adam Sandler,What's Your Name?,0.392008771471,Listenin' To The Radio (Album Version),1997
62883,0.0,313.36444,0.0,0.0,0,-4.872,1,313.364,189.127,4,0.84297210826,0.793412622763,,,,Jason Mraz,Tonight_ Not Again: Jason Mraz Live At The Eagles Ballroom,0.419480170708,Curbside Prophet  [Eagles Ballroom Album Live Version],0
62911,0.0,62.74567,0.0,0.0,8,-17.478,0,58.392,85.463,5,0.70747876636,0.699277460562,,,,Adam Sandler,What The Hell Happened To Me?,,The Excited Southerner Proposes To A Woman (Album Version),1996
63041,0.0,219.27138,0.189,0.0,10,-3.429,0,210.251,98.556,4,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,Urban Legend,0.707820640107,Bring Em Out (Explicit Album Version),2004
63092,0.0,273.81506,0.19,0.0,3,-11.507,1,259.512,111.946,3,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Michael Bublé,0.488289876037,Kissing A Fool (Album Version),2003
63186,0.0,363.12771,0.0,0.0,10,-8.497,1,363.128,131.134,4,0.644238764665,0.438534146574,,,,DJ Bobo,Live in Concert,,What A Feeling,2001
63440,0.0,175.25506,0.171,0.0,9,-16.029,1,165.059,99.337,4,0.759912526334,0.673207274956,,Washington,,Ray Charles,Blues Routes Ray Charles,,I Got a Woman,0
63670,0.0,277.49832,3.024,0.0,0,-16.065,1,271.018,72.667,3,0.817256939293,0.746403980181,,"Kingsland, AR",,Johnny Cash,Christmas with Johnny Cash,,The Christmas Guest,2002
63756,0.0,235.59791,2.844,0.0,7,-6.48,1,226.76,173.921,4,0.8650215115,0.916053228284,,,,Coldplay,Lost!,0.592846410116,Lost@ (Live At United Center_ Chicago),2008
63961,0.0,259.02975,0.0,0.0,1,-8.37,1,254.758,120.927,4,0.759912526334,0.673207274956,,Washington,,Ray Charles,Yes Indeed,,Talkin1 Bout You,0
64169,0.0,219.89832,0.386,0.0,6,-7.433,0,207.61,120.243,4,0.8650215115,0.916053228284,,,,Coldplay,Clocks,,Crests Of Waves,2003
64352,0.0,291.47383,0.741,0.0,7,-8.302,1,274.054,106.254,4,0.847451713218,0.779968004597,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,Curb,0.296352539216,Curb (Album Version),1996
64406,0.0,109.00853,0.282,0.0,9,-9.908,1,97.309,205.347,4,0.432839367307,0.366905852789,,,,John Frizzell,The Prize Winner of Defiance_ Ohio: Original Score from the Motion Picture,0.0,Ryan Family Album,0
64449,0.0,292.62322,0.0,0.0,9,-4.676,0,267.5,115.137,4,0.70747876636,0.699277460562,,,,Adam Sandler,Like A Hurricane,0.430160637018,Like A Hurricane (Album Version),0
65096,0.0,170.68363,3.286,0.0,5,-24.563,0,167.079,134.541,1,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,When Harry Met Sally... Music From The Motion Picture,0.549342331788,Autumn In New York,1989
65517,0.0,163.02975,0.078,0.0,9,-2.705,0,149.031,94.44,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,Warning,,Jackass (Album Version),2000
66041,0.0,206.75873,0.328,0.0,0,-3.938,1,200.806,160.123,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Leave Out All The Rest,0.863870129521,Leave Out All The Rest [Live From Projekt Revolution_ Detroit MI_ Aug. 22 '07],2008
66075,0.0,152.52853,0.334,0.0,0,-6.521,0,148.782,122.413,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,The Big Come Up,0.76426162592,Busted,2002
66106,0.0,382.64118,0.154,0.0,9,-5.038,0,367.926,117.032,4,0.86652031981,0.766545450757,,,,Michael Jackson,King Of Pop,,Billie Jean,1982
66193,0.0,203.02322,0.177,0.0,9,-15.799,1,203.023,124.243,1,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,Honky Tonk Rockabillies_ Volume 2,,I Walk The Line,1956
66199,0.0,83.12118,0.443,0.0,8,-26.09,1,78.036,121.75,3,0.432839367307,0.366905852789,,,,John Frizzell,Ghost Ship,,Katie's Dolls,2002
66366,0.0,247.87546,1.1,0.0,11,-4.36,0,238.608,119.782,4,0.929030287441,0.750426551019,54.31407,UK,-2.23001,Muse,Muscle Museum,0.519192706847,Sober [Saint US Mix],0
66565,0.0,177.10975,3.024,0.0,3,-9.854,1,164.345,82.384,3,0.831197177107,0.776167742324,,,,Weezer,Weezer,0.629398531129,I Swear It's True,2010
66913,0.0,250.27873,0.404,0.0,7,-10.596,1,238.997,151.059,4,0.792579398133,0.717080092986,,"Glen Dale, WV",,Brad Paisley,Mud On The Tires,,Famous People,2003
67280,0.0,244.68853,0.0,0.0,4,-9.18,1,221.803,196.513,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Anchored In Love: A Tribute to June Carter Cash,0.479007298779,Keep On the Sunny Side,2007
67469,0.0,399.51628,0.0,0.0,11,-0.726,0,392.278,129.415,1,0.852136186667,0.780334119573,,"Los Angeles, CA",,Metallica,Death Magnetic,,Cyanide,2008
67835,0.0,389.82485,0.176,0.0,2,-3.186,1,383.361,122.925,4,0.619985769278,1.02125558749,,"Paris, France",,Daft Punk,Robot Rock,0.643176988048,Robot Rock (Soulwax Remix),2005
68190,0.0,284.682,0.0,0.0,8,-5.117,1,281.449,119.807,5,0.852136186667,0.726174386911,,"Los Angeles, CA",,Metallica,S & M,0.502211220551,Hero Of The Day,1996
68237,0.0,245.9424,0.0,0.0,7,-3.678,1,245.942,147.047,4,0.865136020736,0.687590402495,,"London, England",,Queen,Live At Wembley '86,,Tie Your Mother Down (Live),2004
68485,0.0,231.83628,0.18,0.0,9,-17.512,1,212.323,90.897,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Part II,0.454042766091,The Old Rugged Cross,2001
68605,0.0,157.1522,0.0,0.0,2,-7.267,1,149.258,119.378,4,0.814829656133,0.735765692951,51.50632,"London, England",-0.12714,The Rolling Stones,Exile On Main Street,0.705469913593,Turd On The Run,1972
69094,0.0,284.86485,0.157,0.0,4,-11.823,0,278.541,90.043,1,0.852136186667,0.726174386911,,"Los Angeles, CA",,Metallica,Ride The Lightning,0.802613340753,Fight Fire With Fire,1984
69365,0.0,164.80608,0.0,0.0,5,-6.575,1,160.792,122.318,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,School Of Rock [Music From And Inspired By The Motion Picture],0.0,Set You Free (Album Version),0
69465,0.0,283.58485,3.228,0.0,1,-4.532,0,266.728,163.455,1,0.871010615313,0.804830427831,,"St. Joseph, MO",,Eminem,Like Toy Soldiers,0.270775998946,Like Toy Soldiers,2004
69601,0.0,432.27383,0.254,0.0,1,-16.519,1,417.861,96.974,1,0.654215192837,0.439107778089,,"Lyallpur, Pakistan",,Ustad Nusrat Fateh Ali Khan,Dhol Mahia Vol. 24,,Dil Sulagane Laga Chandni Raat Mein (Solo),0
69645,0.0,263.02649,2.415,0.0,11,-5.853,0,248.285,90.975,4,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,Urban Legend,,The Greatest [Featuring Mannie Fresh] (Amended Album Version),2004
70103,0.0,258.29832,0.252,0.0,6,-8.135,0,246.073,157.799,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Coffret 3 CD,,Always Be My Baby,1995
70824,0.0,316.73424,0.438,0.0,0,-18.926,1,291.492,85.047,3,0.644733306197,0.640380685889,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Impressions,0.0,A Winter's Day,0
70893,0.0,265.9522,0.431,0.0,9,-8.093,0,233.749,135.913,4,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Music Box / Rainbow (Coffret 2 CD),0.640017318801,Anytime You Need A Friend,1993
71254,0.0,270.52363,12.225,0.0,0,-13.273,1,250.63,95.89,3,0.843526543333,0.825639110796,,"Dublin, Ireland",,U2,The Joshua Tree,0.649217399849,Deep In The Heart,1987
71267,0.0,319.11138,0.13,0.0,2,-12.079,1,310.462,77.309,4,0.84297210826,0.793412622763,,,,Jason Mraz,Jimmy Kimmel Live!,0.400443466244,I'll Do Anything [Jimmy Kimmel Live! Version],0
71452,0.0,380.76036,0.183,0.0,0,-6.548,1,380.76,85.124,4,0.929030287441,0.791500972758,54.31407,UK,-2.23001,Muse,Origin Of Symmetry,0.783404874442,Space Dementia,0
71895,0.0,154.20036,0.153,0.0,2,-9.776,1,147.656,153.131,4,0.814829656133,0.735765692951,51.50632,"London, England",-0.12714,The Rolling Stones,Singles Collection: The London Years,,Off The Hook,1964
72500,0.0,157.72689,0.478,0.0,1,-20.868,1,150.686,39.969,4,0.808085203255,0.711719503233,,"Albany, GA",,Ray Charles,20 Golden Classics,,Can't You See Darlin',0
73196,0.0,162.37669,0.0,0.0,5,-11.439,1,155.945,68.728,4,0.86652031981,0.899991594263,,,,Michael Jackson,The Motown 50 Mixes,,Ben,1972
73441,0.0,184.60689,0.0,0.0,11,-5.45,1,184.607,133.068,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Hybrid Theory,,A Place For My Head (Album Version),2000
